Date	2 yr	5 yr
11/14/13	0.29	1.34
11/15/13	0.31	1.36
11/18/13	0.31	1.33
11/19/13	0.29	1.37
11/20/13	0.28	1.39
11/21/13	0.29	1.38
11/22/13	0.31	1.37
11/25/13	0.3	1.37
11/26/13	0.29	1.34
11/27/13	0.28	1.36
11/29/13	0.28	1.37
12/02/13	0.3	1.43
12/03/13	0.28	1.4
12/04/13	0.3	1.45
12/05/13	0.3	1.49
12/06/13	0.3	1.51
12/09/13	0.3	1.5
12/10/13	0.3	1.46
12/11/13	0.31	1.5
12/12/13	0.34	1.55
12/13/13	0.34	1.55
12/16/13	0.34	1.55
12/17/13	0.34	1.52
12/18/13	0.32	1.55
12/19/13	0.35	1.63
12/20/13	0.37	1.66
12/23/13	0.38	1.68
12/24/13	0.38	1.73
12/26/13	0.42	1.74
12/27/13	0.4	1.74
12/30/13	0.39	1.71
12/31/13	0.38	1.75
01/02/14	0.39	1.72
01/03/14	0.41	1.73
01/06/14	0.4	1.7
01/07/14	0.4	1.69
01/08/14	0.43	1.77
01/09/14	0.44	1.75
01/10/14	0.39	1.64
01/13/14	0.39	1.6
01/14/14	0.39	1.65
01/15/14	0.41	1.68
01/16/14	0.41	1.66
01/17/14	0.4	1.64
01/21/14	0.4	1.67
01/22/14	0.44	1.72
01/23/14	0.39	1.62
01/24/14	0.37	1.58
01/27/14	0.37	1.61
01/28/14	0.38	1.59
01/29/14	0.36	1.52
01/30/14	0.36	1.55
01/31/14	0.34	1.49
02/03/14	0.3	1.44
02/04/14	0.31	1.46
02/05/14	0.32	1.5
02/06/14	0.33	1.52
02/07/14	0.3	1.47
02/10/14	0.32	1.48
02/11/14	0.35	1.54
02/12/14	0.35	1.59
02/13/14	0.32	1.51
02/14/14	0.32	1.53
02/18/14	0.31	1.5
02/19/14	0.33	1.53
02/20/14	0.34	1.57
02/21/14	0.33	1.56
02/24/14	0.35	1.57
02/25/14	0.34	1.53
02/26/14	0.33	1.5
02/27/14	0.33	1.49
02/28/14	0.33	1.51
03/03/14	0.32	1.46
03/04/14	0.33	1.54
03/05/14	0.33	1.54
03/06/14	0.37	1.57
03/07/14	0.38	1.65
03/10/14	0.37	1.64
03/11/14	0.37	1.62
03/12/14	0.37	1.59
03/13/14	0.34	1.53
03/14/14	0.36	1.55
03/17/14	0.38	1.58
03/18/14	0.36	1.56
03/19/14	0.47	1.75
03/20/14	0.45	1.73
03/21/14	0.45	1.73
03/24/14	0.47	1.76
03/25/14	0.47	1.76
03/26/14	0.45	1.7
03/27/14	0.45	1.7
03/28/14	0.45	1.74
03/31/14	0.44	1.73
04/01/14	0.44	1.74
04/02/14	0.47	1.8
04/03/14	0.46	1.79
04/04/14	0.43	1.71
04/07/14	0.41	1.68
04/08/14	0.4	1.67
04/09/14	0.37	1.65
04/10/14	0.37	1.59
04/11/14	0.37	1.58
04/14/14	0.37	1.61
04/15/14	0.39	1.63
04/16/14	0.39	1.67
04/17/14	0.43	1.75
04/21/14	0.42	1.74
04/22/14	0.45	1.76
04/23/14	0.43	1.73
04/24/14	0.43	1.74
04/25/14	0.43	1.72
04/28/14	0.44	1.73
04/29/14	0.44	1.74
04/30/14	0.42	1.69
05/01/14	0.41	1.66
05/02/14	0.42	1.67
05/05/14	0.43	1.68
05/06/14	0.43	1.68
05/07/14	0.41	1.65
05/08/14	0.4	1.63
05/09/14	0.4	1.63
05/12/14	0.41	1.67
05/13/14	0.39	1.62
05/14/14	0.39	1.57
05/15/14	0.38	1.55
05/16/14	0.38	1.56
05/19/14	0.36	1.56
05/20/14	0.35	1.53
05/21/14	0.37	1.55
05/22/14	0.37	1.57
05/23/14	0.37	1.55
05/27/14	0.39	1.56
05/28/14	0.37	1.5
05/29/14	0.37	1.52
05/30/14	0.37	1.54
06/02/14	0.39	1.6
06/03/14	0.41	1.65
06/04/14	0.41	1.65
06/05/14	0.4	1.63
06/06/14	0.41	1.66
06/09/14	0.43	1.69
06/10/14	0.45	1.71
06/11/14	0.44	1.7
06/12/14	0.42	1.66
06/13/14	0.45	1.7
06/16/14	0.49	1.71
06/17/14	0.51	1.77
06/18/14	0.48	1.71
06/19/14	0.48	1.71
06/20/14	0.5	1.71
06/23/14	0.48	1.72
06/24/14	0.49	1.7
06/25/14	0.48	1.68
06/26/14	0.46	1.64
06/27/14	0.45	1.64
06/30/14	0.47	1.62
07/01/14	0.47	1.66
07/02/14	0.49	1.71
07/03/14	0.52	1.74
07/07/14	0.52	1.74
07/08/14	0.51	1.7
07/09/14	0.51	1.68
07/10/14	0.46	1.66
07/11/14	0.48	1.65
07/14/14	0.48	1.68
07/15/14	0.49	1.7
07/16/14	0.5	1.71
07/17/14	0.47	1.65
07/18/14	0.51	1.69
07/21/14	0.51	1.7
07/22/14	0.49	1.68
07/23/14	0.5	1.67
07/24/14	0.53	1.72
07/25/14	0.53	1.69
07/28/14	0.54	1.73
07/29/14	0.54	1.7
07/30/14	0.56	1.77
07/31/14	0.53	1.76
08/01/14	0.47	1.67
08/04/14	0.47	1.66
08/05/14	0.47	1.66
08/06/14	0.48	1.66
08/07/14	0.44	1.6
08/08/14	0.45	1.62
08/11/14	0.47	1.62
08/12/14	0.45	1.63
08/13/14	0.43	1.59
08/14/14	0.42	1.58
08/15/14	0.42	1.55
08/18/14	0.44	1.58
08/19/14	0.46	1.59
08/20/14	0.49	1.65
08/21/14	0.49	1.64
08/22/14	0.53	1.68
08/25/14	0.53	1.69
08/26/14	0.52	1.68
08/27/14	0.51	1.65
08/28/14	0.5	1.63
08/29/14	0.48	1.63
09/02/14	0.53	1.69
09/03/14	0.52	1.69
09/04/14	0.54	1.71
09/05/14	0.52	1.69
09/08/14	0.54	1.72
09/09/14	0.56	1.76
09/10/14	0.58	1.79
09/11/14	0.58	1.79
09/12/14	0.58	1.83
09/15/14	0.58	1.8
09/16/14	0.55	1.78
09/17/14	0.59	1.82
09/18/14	0.59	1.85
09/19/14	0.59	1.83
09/22/14	0.58	1.8
09/23/14	0.57	1.78
09/24/14	0.59	1.82
09/25/14	0.56	1.75
09/26/14	0.59	1.8
09/29/14	0.58	1.77
09/30/14	0.58	1.78
10/01/14	0.53	1.69
10/02/14	0.53	1.7
10/03/14	0.57	1.73
10/06/14	0.54	1.7
10/07/14	0.52	1.64
10/08/14	0.46	1.57
10/09/14	0.46	1.58
10/10/14	0.45	1.55
10/14/14	0.39	1.45
10/15/14	0.34	1.37
10/16/14	0.35	1.39
10/17/14	0.39	1.44
10/20/14	0.37	1.41
10/21/14	0.38	1.44
10/22/14	0.41	1.46
10/23/14	0.41	1.52
10/24/14	0.41	1.52
10/27/14	0.41	1.51
10/28/14	0.42	1.53
10/29/14	0.48	1.61
10/30/14	0.48	1.58
10/31/14	0.5	1.62
11/03/14	0.52	1.63
11/04/14	0.52	1.63
11/05/14	0.52	1.63
11/06/14	0.54	1.67
11/07/14	0.51	1.6
11/10/14	0.55	1.65
11/12/14	0.55	1.65
11/13/14	0.53	1.64
11/14/14	0.54	1.62
11/17/14	0.54	1.64
11/18/14	0.53	1.63
11/19/14	0.54	1.66
11/20/14	0.53	1.64
11/21/14	0.53	1.63
11/24/14	0.53	1.62
11/25/14	0.51	1.58
11/26/14	0.53	1.56
11/28/14	0.47	1.49
12/01/14	0.49	1.52
12/02/14	0.55	1.59
12/03/14	0.57	1.61
12/04/14	0.55	1.59
12/05/14	0.65	1.69
12/08/14	0.64	1.67
12/09/14	0.64	1.63
12/10/14	0.59	1.58
12/11/14	0.62	1.62
12/12/14	0.56	1.53
12/15/14	0.6	1.58
12/16/14	0.58	1.53
12/17/14	0.62	1.61
12/18/14	0.67	1.68
12/19/14	0.67	1.66
12/22/14	0.71	1.67
12/23/14	0.73	1.76
12/24/14	0.73	1.76
12/26/14	0.73	1.75
12/29/14	0.72	1.72
12/30/14	0.69	1.68
12/31/14	0.67	1.65
01/02/15	0.66	1.61
01/05/15	0.68	1.57
01/06/15	0.65	1.5
01/07/15	0.62	1.47
01/08/15	0.62	1.5
01/09/15	0.59	1.45
01/12/15	0.56	1.39
01/13/15	0.54	1.37
01/14/15	0.51	1.33
01/15/15	0.44	1.22
01/16/15	0.49	1.29
01/20/15	0.53	1.31
01/21/15	0.53	1.35
01/22/15	0.53	1.39
01/23/15	0.52	1.33
01/26/15	0.54	1.36
01/27/15	0.54	1.34
01/28/15	0.5	1.25
01/29/15	0.51	1.28
01/30/15	0.47	1.18
02/02/15	0.49	1.19
02/03/15	0.52	1.28
02/04/15	0.52	1.29
02/05/15	0.52	1.3
02/06/15	0.65	1.48
02/09/15	0.65	1.49
02/10/15	0.67	1.52
02/11/15	0.67	1.53
02/12/15	0.61	1.5
02/13/15	0.66	1.53
02/17/15	0.7	1.62
02/18/15	0.62	1.52
02/19/15	0.67	1.58
02/20/15	0.67	1.61
02/23/15	0.64	1.56
02/24/15	0.6	1.47
02/25/15	0.61	1.47
02/26/15	0.66	1.54
02/27/15	0.63	1.5
03/02/15	0.66	1.57
03/03/15	0.68	1.61
03/04/15	0.66	1.6
03/05/15	0.65	1.57
03/06/15	0.73	1.7
03/09/15	0.7	1.66
03/10/15	0.7	1.62
03/11/15	0.7	1.6
03/12/15	0.67	1.59
03/13/15	0.68	1.6
03/16/15	0.66	1.57
03/17/15	0.7	1.56
03/18/15	0.57	1.41
03/19/15	0.63	1.48
03/20/15	0.6	1.42
03/23/15	0.6	1.41
03/24/15	0.58	1.37
03/25/15	0.59	1.41
03/26/15	0.61	1.47
03/27/15	0.58	1.42
03/30/15	0.58	1.41
03/31/15	0.56	1.37
04/01/15	0.55	1.32
04/02/15	0.55	1.35
04/03/15	0.49	1.26
04/06/15	0.51	1.31
04/07/15	0.52	1.32
04/08/15	0.54	1.35
04/09/15	0.56	1.4
04/10/15	0.57	1.41
04/13/15	0.54	1.38
04/14/15	0.53	1.34
04/15/15	0.51	1.33
04/16/15	0.5	1.31
04/17/15	0.51	1.31
04/20/15	0.55	1.33
04/21/15	0.55	1.35
04/22/15	0.57	1.41
04/23/15	0.55	1.37
04/24/15	0.54	1.34
04/27/15	0.54	1.36
04/28/15	0.56	1.39
04/29/15	0.56	1.43
04/30/15	0.58	1.43
05/01/15	0.6	1.5
05/04/15	0.6	1.51
05/05/15	0.62	1.54
05/06/15	0.65	1.58
05/07/15	0.63	1.55
05/08/15	0.59	1.5
05/11/15	0.62	1.59
05/12/15	0.61	1.58
05/13/15	0.59	1.57
05/14/15	0.56	1.51
05/15/15	0.55	1.46
05/18/15	0.58	1.54
05/19/15	0.63	1.6
05/20/15	0.6	1.57
05/21/15	0.6	1.53
05/22/15	0.64	1.57
05/26/15	0.64	1.54
05/27/15	0.64	1.53
05/28/15	0.62	1.51
05/29/15	0.61	1.49
06/01/15	0.64	1.55
06/02/15	0.64	1.61
06/03/15	0.69	1.69
06/04/15	0.66	1.65
06/05/15	0.73	1.75
06/08/15	0.7	1.72
06/09/15	0.72	1.74
06/10/15	0.75	1.8
06/11/15	0.73	1.74
06/12/15	0.74	1.75
06/15/15	0.72	1.71
06/16/15	0.71	1.68
06/17/15	0.67	1.63
06/18/15	0.66	1.65
06/19/15	0.65	1.59
06/22/15	0.68	1.68
06/23/15	0.7	1.71
06/24/15	0.68	1.69
06/25/15	0.68	1.7
06/26/15	0.72	1.75
06/29/15	0.64	1.62
06/30/15	0.64	1.63
07/01/15	0.69	1.7
07/02/15	0.64	1.64
07/06/15	0.6	1.56
07/07/15	0.58	1.55
07/08/15	0.55	1.5
07/09/15	0.6	1.58
07/10/15	0.65	1.68
07/13/15	0.69	1.71
07/14/15	0.66	1.67
07/15/15	0.64	1.63
07/16/15	0.67	1.66
07/17/15	0.68	1.67
07/20/15	0.71	1.72
07/21/15	0.71	1.69
07/22/15	0.75	1.69
07/23/15	0.71	1.65
07/24/15	0.7	1.64
07/27/15	0.68	1.58
07/28/15	0.69	1.61
07/29/15	0.7	1.62
07/30/15	0.72	1.62
07/31/15	0.67	1.54
08/03/15	0.68	1.52
08/04/15	0.74	1.6
08/05/15	0.73	1.65
08/06/15	0.71	1.62
08/07/15	0.73	1.59
08/10/15	0.73	1.62
08/11/15	0.68	1.53
08/12/15	0.67	1.52
08/13/15	0.72	1.58
08/14/15	0.73	1.61
08/17/15	0.72	1.58
08/18/15	0.74	1.6
08/19/15	0.67	1.5
08/20/15	0.69	1.5
08/21/15	0.64	1.44
08/24/15	0.59	1.39
08/25/15	0.67	1.48
08/26/15	0.67	1.49
08/27/15	0.68	1.49
08/28/15	0.72	1.52
08/31/15	0.74	1.54
09/01/15	0.7	1.49
09/02/15	0.72	1.52
09/03/15	0.71	1.49
09/04/15	0.71	1.47
09/08/15	0.74	1.53
09/09/15	0.75	1.53
09/10/15	0.75	1.55
09/11/15	0.71	1.52
09/14/15	0.73	1.51
09/15/15	0.82	1.61
09/16/15	0.82	1.62
09/17/15	0.7	1.5
09/18/15	0.69	1.45
09/21/15	0.72	1.51
09/22/15	0.69	1.44
09/23/15	0.7	1.47
09/24/15	0.67	1.44
09/25/15	0.7	1.48
09/28/15	0.67	1.42
09/29/15	0.64	1.37
09/30/15	0.64	1.37
10/01/15	0.64	1.37
10/02/15	0.58	1.29
10/05/15	0.61	1.35
10/06/15	0.61	1.34
10/07/15	0.65	1.37
10/08/15	0.65	1.4
10/09/15	0.65	1.41
10/13/15	0.64	1.36
10/14/15	0.57	1.29
10/15/15	0.61	1.34
10/16/15	0.61	1.36
10/19/15	0.61	1.35
10/20/15	0.66	1.4
10/21/15	0.64	1.37
10/22/15	0.61	1.36
10/23/15	0.66	1.43
10/26/15	0.66	1.41
10/27/15	0.65	1.38
10/28/15	0.73	1.47
10/29/15	0.75	1.53
10/30/15	0.75	1.52
11/02/15	0.77	1.57
11/03/15	0.8	1.59
11/04/15	0.84	1.64
11/05/15	0.85	1.65
11/06/15	0.9	1.73
11/09/15	0.89	1.75
11/10/15	0.87	1.72
11/12/15	0.89	1.73
11/13/15	0.86	1.67
11/16/15	0.88	1.66
11/17/15	0.86	1.66
11/18/15	0.9	1.69
11/19/15	0.91	1.68
11/20/15	0.93	1.7
11/23/15	0.94	1.7
11/24/15	0.93	1.66
11/25/15	0.93	1.66
11/27/15	0.92	1.64
11/30/15	0.94	1.65
12/01/15	0.91	1.59
12/02/15	0.94	1.63
12/03/15	0.96	1.74
12/04/15	0.96	1.71
12/07/15	0.94	1.67
12/08/15	0.94	1.68
12/09/15	0.93	1.64
12/10/15	0.95	1.68
12/11/15	0.88	1.56
12/14/15	0.97	1.66
12/15/15	0.98	1.71
12/16/15	1.02	1.75
12/17/15	1	1.73
12/18/15	0.97	1.67
12/21/15	0.96	1.67
12/22/15	0.99	1.71
12/23/15	1.01	1.74
12/24/15	1.03	1.73
12/28/15	1.05	1.73
12/29/15	1.09	1.81
12/30/15	1.08	1.8
12/31/15	1.06	1.76
01/04/16	1.02	1.73
01/05/16	1.04	1.73
01/06/16	0.99	1.65
01/07/16	0.96	1.61
01/08/16	0.94	1.57
01/11/16	0.94	1.58
01/12/16	0.93	1.55
01/13/16	0.91	1.51
01/14/16	0.9	1.52
01/15/16	0.85	1.46
01/19/16	0.88	1.49
01/20/16	0.85	1.44
01/21/16	0.84	1.44
01/22/16	0.88	1.49
01/25/16	0.88	1.47
01/26/16	0.85	1.45
01/27/16	0.84	1.43
01/28/16	0.83	1.4
01/29/16	0.76	1.33
02/01/16	0.81	1.38
02/02/16	0.75	1.28
02/03/16	0.72	1.27
02/04/16	0.7	1.25
02/05/16	0.74	1.25
02/08/16	0.66	1.16
02/09/16	0.69	1.15
02/10/16	0.71	1.15
02/11/16	0.64	1.11
02/12/16	0.71	1.2
02/16/16	0.74	1.23
02/17/16	0.74	1.26
02/18/16	0.71	1.21
02/19/16	0.76	1.24
02/22/16	0.78	1.25
02/23/16	0.76	1.23
02/24/16	0.75	1.21
02/25/16	0.72	1.16
02/26/16	0.8	1.23
02/29/16	0.78	1.22
03/01/16	0.85	1.31
03/02/16	0.85	1.34
03/03/16	0.85	1.33
03/04/16	0.88	1.38
03/07/16	0.91	1.42
03/08/16	0.88	1.34
03/09/16	0.9	1.39
03/10/16	0.93	1.45
03/11/16	0.97	1.49
03/14/16	0.97	1.49
03/15/16	0.98	1.5
03/16/16	0.87	1.41
03/17/16	0.87	1.39
03/18/16	0.84	1.34
03/21/16	0.87	1.38
03/22/16	0.91	1.42
03/23/16	0.87	1.37
03/24/16	0.89	1.39
03/28/16	0.89	1.37
03/29/16	0.78	1.29
03/30/16	0.76	1.26
03/31/16	0.73	1.21
04/01/16	0.76	1.24
04/04/16	0.75	1.22
04/05/16	0.72	1.17
04/06/16	0.73	1.2
04/07/16	0.7	1.14
04/08/16	0.7	1.16
04/11/16	0.7	1.16
04/12/16	0.74	1.22
04/13/16	0.75	1.22
04/14/16	0.77	1.26
04/15/16	0.74	1.22
04/18/16	0.75	1.24
04/19/16	0.77	1.26
04/20/16	0.8	1.32
04/21/16	0.82	1.35
04/22/16	0.84	1.37
04/25/16	0.85	1.38
04/26/16	0.86	1.4
04/27/16	0.83	1.33
04/28/16	0.78	1.28
04/29/16	0.77	1.28
05/02/16	0.8	1.32
05/03/16	0.75	1.25
05/04/16	0.75	1.23
05/05/16	0.72	1.2
05/06/16	0.74	1.23
05/09/16	0.72	1.2
05/10/16	0.72	1.2
05/11/16	0.74	1.2
05/12/16	0.76	1.24
05/13/16	0.76	1.22
05/16/16	0.79	1.26
05/17/16	0.82	1.29
05/18/16	0.9	1.41
05/19/16	0.89	1.38
05/20/16	0.89	1.38
05/23/16	0.91	1.38
05/24/16	0.92	1.41
05/25/16	0.92	1.4
05/26/16	0.87	1.35
05/27/16	0.9	1.39
05/31/16	0.87	1.37
06/01/16	0.91	1.39
06/02/16	0.89	1.36
06/03/16	0.78	1.23
06/06/16	0.8	1.25
06/07/16	0.78	1.23
06/08/16	0.78	1.23
06/09/16	0.77	1.22
06/10/16	0.73	1.17
06/13/16	0.73	1.14
06/14/16	0.74	1.15
06/15/16	0.69	1.1
06/16/16	0.7	1.1
06/17/16	0.7	1.13
06/20/16	0.74	1.17
06/21/16	0.76	1.22
06/22/16	0.75	1.2
06/23/16	0.78	1.25
06/24/16	0.64	1.08
06/27/16	0.61	1
06/28/16	0.61	1
06/29/16	0.62	1.03
06/30/16	0.58	1.01
07/01/16	0.59	1
07/05/16	0.56	0.94
07/06/16	0.58	0.95
07/07/16	0.58	0.97
07/08/16	0.61	0.95
07/11/16	0.66	1.03
07/12/16	0.69	1.1
07/13/16	0.68	1.07
07/14/16	0.68	1.1
07/15/16	0.71	1.15
07/18/16	0.68	1.14
07/19/16	0.7	1.12
07/20/16	0.73	1.15
07/21/16	0.7	1.11
07/22/16	0.71	1.13
07/25/16	0.72	1.15
07/26/16	0.75	1.15
07/27/16	0.73	1.1
07/28/16	0.72	1.09
07/29/16	0.67	1.03
08/01/16	0.67	1.06
08/02/16	0.67	1.07
08/03/16	0.67	1.07
08/04/16	0.64	1.03
08/05/16	0.72	1.13
08/08/16	0.74	1.15
08/09/16	0.71	1.11
08/10/16	0.69	1.07
08/11/16	0.76	1.16
08/12/16	0.71	1.1
08/15/16	0.72	1.14
08/16/16	0.76	1.16
08/17/16	0.74	1.15
08/18/16	0.71	1.12
08/19/16	0.76	1.17
08/22/16	0.76	1.15
08/23/16	0.74	1.15
08/24/16	0.76	1.13
08/25/16	0.78	1.16
08/26/16	0.84	1.23
08/29/16	0.81	1.18
08/30/16	0.8	1.18
08/31/16	0.8	1.19
09/01/16	0.78	1.18
09/02/16	0.8	1.2
09/06/16	0.74	1.13
09/07/16	0.74	1.12
09/08/16	0.78	1.19
09/09/16	0.79	1.23
09/12/16	0.79	1.21
09/13/16	0.8	1.26
09/14/16	0.77	1.21
09/15/16	0.74	1.2
09/16/16	0.77	1.21
09/19/16	0.79	1.22
09/20/16	0.79	1.2
09/21/16	0.79	1.2
09/22/16	0.79	1.18
09/23/16	0.77	1.16
09/26/16	0.76	1.13
09/27/16	0.75	1.12
09/28/16	0.75	1.13
09/29/16	0.73	1.12
09/30/16	0.77	1.14
10/03/16	0.8	1.18
10/04/16	0.82	1.22
10/05/16	0.85	1.26
10/06/16	0.86	1.28
10/07/16	0.83	1.26
10/11/16	0.87	1.3
10/12/16	0.87	1.31
10/13/16	0.85	1.27
10/14/16	0.84	1.28
10/17/16	0.81	1.26
10/18/16	0.82	1.24
10/19/16	0.81	1.24
10/20/16	0.84	1.26
10/21/16	0.84	1.25
10/24/16	0.84	1.27
10/25/16	0.86	1.29
10/26/16	0.86	1.3
10/27/16	0.87	1.33
10/28/16	0.86	1.33
10/31/16	0.86	1.31
11/01/16	0.83	1.3
11/02/16	0.81	1.26
11/03/16	0.81	1.26
11/04/16	0.8	1.24
11/07/16	0.82	1.29
11/08/16	0.87	1.34
11/09/16	0.9	1.49
11/10/16	0.92	1.56
11/14/16	1	1.66
11/15/16	1.02	1.68
11/16/16	1	1.68
11/17/16	1.04	1.73
11/18/16	1.07	1.8
11/21/16	1.08	1.79
11/22/16	1.07	1.77
11/23/16	1.12	1.83
11/25/16	1.12	1.83
11/28/16	1.11	1.8
11/29/16	1.09	1.78
11/30/16	1.11	1.83
12/01/16	1.14	1.9
12/02/16	1.11	1.84
12/05/16	1.13	1.84
12/06/16	1.12	1.84
12/07/16	1.1	1.8
12/08/16	1.12	1.83
12/09/16	1.15	1.89
12/12/16	1.15	1.9
12/13/16	1.17	1.92
12/14/16	1.27	2.02
12/15/16	1.29	2.1
12/16/16	1.28	2.07
12/19/16	1.24	2.03
12/20/16	1.25	2.06
12/21/16	1.21	2.04
12/22/16	1.22	2.04
12/23/16	1.22	2.04
12/27/16	1.28	2.07
12/28/16	1.26	2.02
12/29/16	1.22	1.96
12/30/16	1.2	1.93
01/03/17	1.22	1.94
01/04/17	1.24	1.94
01/05/17	1.17	1.86
01/06/17	1.22	1.92
01/09/17	1.21	1.89
01/10/17	1.19	1.89
01/11/17	1.2	1.89
01/12/17	1.18	1.87
01/13/17	1.21	1.9
01/17/17	1.17	1.84
01/18/17	1.23	1.93
01/19/17	1.25	1.97
01/20/17	1.2	1.95
01/23/17	1.16	1.88
01/24/17	1.21	1.94
01/25/17	1.23	1.99
01/26/17	1.21	1.95
01/27/17	1.22	1.94
01/30/17	1.22	1.94
01/31/17	1.19	1.9
02/01/17	1.22	1.93
02/02/17	1.21	1.92
02/03/17	1.21	1.93
02/06/17	1.16	1.86
02/07/17	1.16	1.85
02/08/17	1.15	1.81
02/09/17	1.2	1.88
02/10/17	1.2	1.89
02/13/17	1.2	1.92
02/14/17	1.25	1.98
02/15/17	1.27	2.01
02/16/17	1.22	1.95
02/17/17	1.21	1.92
02/21/17	1.22	1.93
02/22/17	1.22	1.92
02/23/17	1.18	1.87
02/24/17	1.12	1.8
02/27/17	1.2	1.87
02/28/17	1.22	1.89
03/01/17	1.29	1.99
03/02/17	1.32	2.03
03/03/17	1.32	2.02
03/06/17	1.31	2.02
03/07/17	1.32	2.05
03/08/17	1.36	2.08
03/09/17	1.37	2.13
03/10/17	1.36	2.11
03/13/17	1.4	2.14
03/14/17	1.4	2.13
03/15/17	1.33	2.02
03/16/17	1.35	2.05
03/17/17	1.33	2.03
03/20/17	1.3	2
03/21/17	1.27	1.96
03/22/17	1.27	1.95
03/23/17	1.26	1.95
03/24/17	1.26	1.93
03/27/17	1.27	1.93
03/28/17	1.3	1.97
03/29/17	1.26	1.93
03/30/17	1.28	1.96
03/31/17	1.27	1.93
04/03/17	1.24	1.88
04/04/17	1.25	1.88
04/05/17	1.24	1.85
04/06/17	1.24	1.87
04/07/17	1.29	1.92
04/10/17	1.29	1.91
04/11/17	1.24	1.84
04/12/17	1.24	1.81
04/13/17	1.21	1.77
04/17/17	1.21	1.79
04/18/17	1.18	1.71
04/19/17	1.19	1.74
04/20/17	1.21	1.78
04/21/17	1.2	1.77
04/24/17	1.25	1.81
04/25/17	1.29	1.87
04/26/17	1.28	1.84
04/27/17	1.25	1.81
04/28/17	1.28	1.81
05/01/17	1.28	1.84
05/02/17	1.27	1.81
05/03/17	1.3	1.86
05/04/17	1.32	1.88
05/05/17	1.32	1.89
05/08/17	1.33	1.91
05/09/17	1.37	1.94
05/10/17	1.35	1.94
05/11/17	1.35	1.93
05/12/17	1.29	1.85
05/15/17	1.31	1.86
05/16/17	1.29	1.86
05/17/17	1.26	1.76
05/18/17	1.27	1.78
05/19/17	1.28	1.79
05/22/17	1.29	1.8
05/23/17	1.31	1.84
05/24/17	1.29	1.79
05/25/17	1.3	1.78
05/26/17	1.3	1.79
05/30/17	1.28	1.76
05/31/17	1.28	1.75
06/01/17	1.28	1.76
06/02/17	1.28	1.71
06/05/17	1.32	1.74
06/06/17	1.3	1.71
06/07/17	1.32	1.74
06/08/17	1.33	1.75
06/09/17	1.35	1.77
06/12/17	1.35	1.78
06/13/17	1.38	1.79
06/14/17	1.35	1.74
06/15/17	1.35	1.76
06/16/17	1.32	1.75
06/19/17	1.36	1.8
06/20/17	1.36	1.77
06/21/17	1.36	1.78
06/22/17	1.34	1.76
06/23/17	1.34	1.77
06/26/17	1.36	1.77
06/27/17	1.38	1.83
06/28/17	1.34	1.81
06/29/17	1.38	1.85
06/30/17	1.38	1.89
07/03/17	1.41	1.93
07/05/17	1.41	1.92
07/06/17	1.4	1.94
07/07/17	1.4	1.95
07/10/17	1.4	1.93
07/11/17	1.37	1.92
07/12/17	1.35	1.88
07/13/17	1.37	1.89
07/14/17	1.35	1.87
07/17/17	1.36	1.86
07/18/17	1.36	1.82
07/19/17	1.37	1.83
07/20/17	1.37	1.82
07/21/17	1.36	1.81
07/24/17	1.37	1.83
07/25/17	1.4	1.9
07/26/17	1.36	1.83
07/27/17	1.36	1.84
07/28/17	1.34	1.83
07/31/17	1.34	1.84
08/01/17	1.34	1.8
08/02/17	1.36	1.82
08/03/17	1.34	1.79
08/04/17	1.36	1.82
08/07/17	1.36	1.81
08/08/17	1.36	1.84
08/09/17	1.33	1.81
08/10/17	1.33	1.78
08/11/17	1.3	1.74
08/14/17	1.33	1.77
08/15/17	1.35	1.83
08/16/17	1.33	1.79
08/17/17	1.32	1.76
08/18/17	1.33	1.77
08/21/17	1.32	1.76
08/22/17	1.33	1.8
08/23/17	1.32	1.76
08/24/17	1.33	1.78
08/25/17	1.35	1.77
08/28/17	1.33	1.74
08/29/17	1.33	1.7
08/30/17	1.33	1.72
08/31/17	1.33	1.7
09/01/17	1.35	1.73
09/05/17	1.3	1.65
09/06/17	1.3	1.69
09/07/17	1.27	1.63
09/08/17	1.27	1.64
09/11/17	1.32	1.71
09/12/17	1.33	1.75
09/13/17	1.35	1.78
09/14/17	1.37	1.79
09/15/17	1.39	1.81
09/18/17	1.4	1.83
09/19/17	1.4	1.84
09/20/17	1.45	1.89
09/21/17	1.45	1.89
09/22/17	1.46	1.88
09/25/17	1.44	1.85
09/26/17	1.45	1.87
09/27/17	1.47	1.91
09/28/17	1.45	1.89
09/29/17	1.47	1.92
10/02/17	1.49	1.94
10/03/17	1.47	1.92
10/04/17	1.47	1.92
10/05/17	1.49	1.94
10/06/17	1.54	1.97
10/10/17	1.51	1.95
10/11/17	1.51	1.95
10/12/17	1.51	1.95
10/13/17	1.51	1.91
10/16/17	1.54	1.95
10/17/17	1.54	1.97
10/18/17	1.59	1.99
10/19/17	1.58	1.98
10/20/17	1.6	2.03
10/23/17	1.58	2.01
10/24/17	1.6	2.05
10/25/17	1.61	2.06
10/26/17	1.63	2.07
10/27/17	1.59	2.03
10/30/17	1.58	2
10/31/17	1.6	2.01
11/01/17	1.61	2.01
11/02/17	1.61	2
11/03/17	1.63	1.99
11/06/17	1.61	1.99
11/07/17	1.63	1.99
11/08/17	1.65	2.01
11/09/17	1.63	2.01
11/10/17	1.67	2.06
