Date	2 yr	5 yr
11/13/17	1.7	2.08
11/14/17	1.68	2.06
11/15/17	1.68	2.04
11/16/17	1.72	2.07
11/17/17	1.73	2.06
11/20/17	1.77	2.09
11/21/17	1.77	2.11
11/22/17	1.74	2.05
11/24/17	1.75	2.07
11/27/17	1.74	2.06
11/28/17	1.75	2.07
11/29/17	1.78	2.09
11/30/17	1.78	2.14
12/01/17	1.78	2.13
12/04/17	1.8	2.15
12/05/17	1.83	2.15
12/06/17	1.78	2.11
12/07/17	1.8	2.14
12/08/17	1.8	2.14
12/11/17	1.82	2.16
12/12/17	1.83	2.18
12/13/17	1.79	2.12
12/14/17	1.82	2.14
12/15/17	1.84	2.16
12/18/17	1.84	2.17
12/19/17	1.87	2.23
12/20/17	1.87	2.24
12/21/17	1.89	2.26
12/22/17	1.91	2.26
12/26/17	1.92	2.25
12/27/17	1.89	2.22
12/28/17	1.91	2.23
12/29/17	1.89	2.2
01/02/18	1.92	2.25
01/03/18	1.94	2.25
01/04/18	1.96	2.27
01/05/18	1.96	2.29
01/08/18	1.96	2.29
01/09/18	1.98	2.33
01/10/18	1.98	2.32
01/11/18	1.98	2.32
01/12/18	1.99	2.35
01/16/18	2.03	2.36
01/17/18	2.05	2.39
01/18/18	2.05	2.43
01/19/18	2.06	2.45
01/22/18	2.08	2.46
01/23/18	2.06	2.43
01/24/18	2.08	2.43
01/25/18	2.08	2.41
01/26/18	2.13	2.47
01/29/18	2.11	2.49
01/30/18	2.13	2.51
01/31/18	2.14	2.52
02/01/18	2.16	2.56
02/02/18	2.15	2.58
02/05/18	2.08	2.5
02/06/18	2.1	2.52
02/07/18	2.15	2.57
02/08/18	2.13	2.57
02/09/18	2.05	2.52
02/12/18	2.09	2.56
02/13/18	2.1	2.54
02/14/18	2.17	2.65
02/15/18	2.19	2.65
02/16/18	2.21	2.63
02/20/18	2.25	2.65
02/21/18	2.26	2.69
02/22/18	2.25	2.66
02/23/18	2.25	2.62
02/26/18	2.22	2.6
02/27/18	2.27	2.67
02/28/18	2.25	2.65
03/01/18	2.22	2.58
03/02/18	2.25	2.63
03/05/18	2.24	2.65
03/06/18	2.25	2.65
03/07/18	2.25	2.65
03/08/18	2.25	2.63
03/09/18	2.27	2.65
03/12/18	2.27	2.64
03/13/18	2.26	2.62
03/14/18	2.26	2.61
03/15/18	2.29	2.62
03/16/18	2.31	2.65
03/19/18	2.31	2.65
03/20/18	2.34	2.69
03/21/18	2.31	2.69
03/22/18	2.29	2.63
03/23/18	2.28	2.61
03/26/18	2.33	2.64
03/27/18	2.26	2.58
03/28/18	2.28	2.59
03/29/18	2.27	2.56
04/02/18	2.25	2.55
04/03/18	2.28	2.6
04/04/18	2.28	2.61
04/05/18	2.3	2.64
04/06/18	2.27	2.58
04/09/18	2.29	2.6
04/10/18	2.32	2.62
04/11/18	2.32	2.62
04/12/18	2.34	2.67
04/13/18	2.37	2.67
04/16/18	2.39	2.69
04/17/18	2.41	2.68
04/18/18	2.42	2.73
04/19/18	2.44	2.77
04/20/18	2.46	2.8
04/23/18	2.49	2.83
04/24/18	2.48	2.83
04/25/18	2.49	2.84
04/26/18	2.49	2.82
04/27/18	2.49	2.8
04/30/18	2.49	2.79
05/01/18	2.5	2.82
05/02/18	2.49	2.8
05/03/18	2.49	2.78
05/04/18	2.51	2.78
05/07/18	2.49	2.78
05/08/18	2.51	2.81
05/09/18	2.54	2.84
05/10/18	2.54	2.83
05/11/18	2.54	2.84
05/14/18	2.55	2.85
05/15/18	2.58	2.92
05/16/18	2.58	2.94
05/17/18	2.57	2.94
05/18/18	2.55	2.9
05/21/18	2.58	2.9
05/22/18	2.59	2.9
05/23/18	2.53	2.83
05/24/18	2.5	2.82
05/25/18	2.48	2.76
05/29/18	2.32	2.58
05/30/18	2.42	2.67
05/31/18	2.4	2.68
06/01/18	2.47	2.74
06/04/18	2.52	2.78
06/05/18	2.49	2.76
06/06/18	2.52	2.81
06/07/18	2.5	2.77
06/08/18	2.5	2.77
06/11/18	2.52	2.8
06/12/18	2.54	2.81
06/13/18	2.59	2.85
06/14/18	2.59	2.81
06/15/18	2.55	2.81
06/18/18	2.56	2.8
06/19/18	2.54	2.77
06/20/18	2.56	2.8
06/21/18	2.56	2.77
06/22/18	2.56	2.77
06/25/18	2.54	2.75
06/26/18	2.53	2.75
06/27/18	2.52	2.71
06/28/18	2.52	2.73
06/29/18	2.52	2.73
07/02/18	2.57	2.75
07/03/18	2.53	2.72
07/05/18	2.55	2.74
07/06/18	2.53	2.71
07/09/18	2.57	2.75
07/10/18	2.59	2.77
07/11/18	2.58	2.74
07/12/18	2.6	2.75
07/13/18	2.59	2.73
07/16/18	2.59	2.75
07/17/18	2.62	2.76
07/18/18	2.6	2.77
07/19/18	2.6	2.74
07/20/18	2.6	2.77
07/23/18	2.64	2.83
07/24/18	2.63	2.83
07/25/18	2.66	2.82
07/26/18	2.69	2.86
07/27/18	2.67	2.84
07/30/18	2.66	2.85
07/31/18	2.67	2.85
08/01/18	2.67	2.87
08/02/18	2.66	2.85
08/03/18	2.63	2.82
08/06/18	2.64	2.8
08/07/18	2.68	2.84
08/08/18	2.68	2.83
08/09/18	2.64	2.8
08/10/18	2.61	2.75
08/13/18	2.61	2.75
08/14/18	2.63	2.77
08/15/18	2.61	2.73
08/16/18	2.63	2.75
08/17/18	2.61	2.75
08/20/18	2.6	2.7
08/21/18	2.61	2.73
08/22/18	2.6	2.7
08/23/18	2.61	2.72
08/24/18	2.63	2.72
08/27/18	2.67	2.74
08/28/18	2.67	2.77
08/29/18	2.67	2.78
08/30/18	2.64	2.75
08/31/18	2.62	2.74
09/04/18	2.66	2.78
09/05/18	2.66	2.77
09/06/18	2.64	2.76
09/07/18	2.71	2.82
09/10/18	2.73	2.83
09/11/18	2.76	2.87
09/12/18	2.74	2.87
09/13/18	2.76	2.87
09/14/18	2.78	2.9
09/17/18	2.78	2.89
09/18/18	2.81	2.94
09/19/18	2.81	2.96
09/20/18	2.81	2.96
09/21/18	2.81	2.95
09/24/18	2.83	2.96
09/25/18	2.83	2.99
09/26/18	2.83	2.96
09/27/18	2.83	2.96
09/28/18	2.81	2.94
10/01/18	2.82	2.96
10/02/18	2.82	2.94
10/03/18	2.85	3.02
10/04/18	2.87	3.05
10/05/18	2.88	3.07
10/09/18	2.88	3.05
10/10/18	2.88	3.05
10/11/18	2.85	3
10/12/18	2.85	3
10/15/18	2.85	3.01
10/16/18	2.87	3.02
10/17/18	2.89	3.04
10/18/18	2.87	3.03
10/19/18	2.92	3.05
10/22/18	2.92	3.05
10/23/18	2.89	3.01
10/24/18	2.84	2.94
10/25/18	2.86	2.98
10/26/18	2.81	2.91
10/29/18	2.81	2.91
10/30/18	2.84	2.94
10/31/18	2.87	2.98
11/01/18	2.84	2.96
11/02/18	2.91	3.04
11/05/18	2.91	3.03
11/06/18	2.93	3.05
11/07/18	2.96	3.07
11/08/18	2.98	3.09
11/09/18	2.94	3.05
11/13/18	2.89	2.99
11/14/18	2.86	2.95
11/15/18	2.86	2.94
11/16/18	2.81	2.9
11/19/18	2.79	2.87
11/20/18	2.79	2.88
11/21/18	2.81	2.89
11/23/18	2.81	2.88
11/26/18	2.84	2.9
11/27/18	2.83	2.89
11/28/18	2.81	2.87
11/29/18	2.81	2.85
11/30/18	2.8	2.84
12/03/18	2.83	2.83
12/04/18	2.8	2.79
